,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.06,0.55,0.06,0.06,0.06,0.06,0.06,0.06,1
8,0.06,0.06,0.55,0.06,0.06,0.06,0.06,0.06,2
8,0.05,0.05,0.62,0.05,0.05,0.05,0.05,0.05,2
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.09,0.09,0.09,0.38,0.09,0.09,0.09,0.09,3
8,0.09,0.09,0.38,0.09,0.09,0.09,0.09,0.09,2
8,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.72,7
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.06,0.59,0.06,0.06,0.06,0.06,0.06,0.06,1
8,0.06,0.06,0.06,0.06,0.06,0.06,0.59,0.06,6
8,0.08,0.08,0.08,0.08,0.08,0.45,0.08,0.08,5
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.08,0.08,0.08,0.08,0.08,0.41,0.08,0.08,5
8,0.09,0.09,0.09,0.09,0.09,0.39,0.09,0.09,5
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.05,0.05,0.05,0.05,0.05,0.05,0.62,0.05,6
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.06,0.06,0.55,0.06,0.06,0.06,0.06,0.06,2
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.05,0.64,0.05,0.05,0.05,0.05,0.05,0.05,1
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.59,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0
8,0.06,0.58,0.06,0.06,0.06,0.06,0.06,0.06,1
8,0.07,0.07,0.07,0.07,0.54,0.07,0.07,0.07,4
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.03,0.03,0.03,0.81,0.03,0.03,0.03,0.03,3
8,0.49,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
8,0.08,0.08,0.08,0.08,0.08,0.08,0.46,0.08,6
8,0.1,0.1,0.1,0.28,0.1,0.1,0.1,0.1,3
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.1,0.33,0.1,0.1,0.1,0.1,0.1,0.1,1
8,0.33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.07,0.07,0.49,0.07,0.07,0.07,0.07,0.07,2
8,0.07,0.49,0.07,0.07,0.07,0.07,0.07,0.07,1
8,0.44,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.56,7
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.05,0.05,0.05,0.05,0.05,0.68,0.05,0.05,5
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.08,0.08,0.41,0.08,0.08,0.08,0.08,0.08,2
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.05,0.05,0.05,0.05,0.05,0.64,0.05,0.05,5
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.37,7
8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.35,7
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.05,0.05,0.05,0.62,0.05,0.05,0.05,0.05,3
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.08,0.08,0.08,0.08,0.08,0.08,0.44,0.08,6
8,0.09,0.09,0.34,0.09,0.09,0.09,0.09,0.09,2
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.51,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.42,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
8,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.42,7
8,0.08,0.08,0.42,0.08,0.08,0.08,0.08,0.08,2
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.08,0.08,0.08,0.08,0.08,0.43,0.08,0.08,5
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.05,0.05,0.05,0.64,0.05,0.05,0.05,0.05,3
8,0.05,0.05,0.05,0.05,0.64,0.05,0.05,0.05,4
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.09,0.09,0.09,0.39,0.09,0.09,0.09,0.09,3
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.11,0.11,0.11,0.11,0.11,0.26,0.11,0.11,5
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.08,0.42,0.08,0.08,0.08,0.08,0.08,2
9,0.08,0.08,0.08,0.08,0.42,0.08,0.08,0.08,4
9,0.08,0.08,0.08,0.08,0.08,0.08,0.42,0.08,6
9,0.09,0.09,0.35,0.09,0.09,0.09,0.09,0.09,2
9,0.09,0.09,0.09,0.09,0.39,0.09,0.09,0.09,4
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.07,0.07,0.07,0.07,0.07,0.5,0.07,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.07,0.07,0.49,0.07,0.07,0.07,0.07,3
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.47,0.08,0.08,0.08,0.08,0.08,0.08,1
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.07,0.07,0.07,0.07,0.07,0.07,0.52,0.07,6
9,0.07,0.07,0.07,0.07,0.07,0.49,0.07,0.07,5
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.44,0.08,0.08,0.08,0.08,0.08,0.08,1
9,0.08,0.08,0.08,0.08,0.08,0.08,0.43,0.08,6
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.08,0.08,0.08,0.08,0.08,0.44,0.08,0.08,5
9,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.44,7
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
9,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
